中国互联网公司周二收盘多数下跌
　　新浪科技讯 北京时间8月25日凌晨消息，周二美国股市收低。利空的二手房销售数据加深了投资者对经济复苏的忧虑，令道指于7月初以来首次盘中跌破万点关口。中国互联网公司周二收盘股价多数下跌。
　　美东时间8月24日16:00(北京时间8月25日04:00)，道琼斯工业平均指数下跌133.96点，收于10,040.45点，跌率1.32%；纳斯达克综合指数下跌35.87点，收于2,123.76点，跌率1.66%；标准普尔500指数下跌15.49点，收于1,051.87点，跌率 1.45%。
　　股票名称	最新价		涨跌幅
　　新浪		41.36		-2.06%
　　CRIC		8.13		-0.73%
　　网易		41.02		-0.29%
　　搜狐		47.06		-0.88%
　　百度		77.34		-2.56%
　　分众传媒	18.94		2.16%
　　盛大		41.65		-2.94%
　　盛大游戏	6.28		-6.41%
　　巨人网络	6.19		-0.16%
　　畅游		26.29		-2.52%
　　第九城市	5.08		0.59%
　　完美时空	26.43		-1.09%
　　携程网		38.54		-6.16%
　　金融界		7.35		-1.61%
　　艺龙		13.38		-2.41%
　　前程无忧	28.38		-2.74%
　　掌上灵通	1.51		-2.58%
　　空中网		5.81		-1.02%
　　酷6传媒		3.2		6.31%
　　易居中国	15.41		-1.97%
　　如家快捷	41.5		-4.29%
　　7天连锁		14.56		-1.42%
　　新东方		100.81		-0.03%
　　正保远程教育	4.68		0.00%
　　华视传媒	3.52		0.86%
　　航美传媒	3.63		3.71%
　　新华悦动传媒	0.22		-3.93%
　　永新视博	6.68		-2.48%
　　UT斯达康	1.97		-6.64%
　　展讯通信	9.57		0.95%
　　亚信科技	20.26		-0.30%
　　中芯国际	3.08		-3.45%
　　中星微电子	3.45		1.17%
　　炬力		2.12		-2.30%
　　侨兴环球	1.63		0.00%
　　德信无线	3.3		-0.30%
　　无锡尚德	7.81		-5.56%
　　文思信息	26.73		-3.75%
　　诺亚舟		1.98		-3.88%
　　中华网		1.51		0.00%
　　CDC软件		5.52		-1.08%
　　侨兴移动	2.67		-1.48%
　　国人通信	1.82		-1.62%
　　汉庭连锁酒店	21.45		0.09%

