美股低收中国概念股周一普遍下跌
　　新浪科技讯 北京时间12月23日消息，美股周一低收，受全美最大的医药连锁店Walgreen财报低于预期及丰田汽车预测全年将出现亏损冲击，非必需消费品板块的跌幅较大。中国概念股普遍下跌。
　　截至收盘，道琼斯工业平均指数下跌了59.42点，至8519.69点，跌幅为0.69%。道指30种成份股中共有18只股票下跌。标准普尔500指数下跌了16.25点，至871.63点，跌幅为1.83%。非必需消费品、信息技术与工业板块领跌。纳斯达克综合指数下跌31.97点，至1532.35点，跌幅为2.04%。
　　股票名称 最新价 涨跌幅 
　　新浪 24.250 -17.070% 
　　网易 20.800 -1.050% 
　　搜狐 43.350 -4.620% 
　　百度 123.070 -6.100% 
　　分众传媒 9.200 -16.210% 
　　盛大网络 30.310 -0.070% 
　　巨人网络 6.060 -2.260% 
　　第九城市 13.620 -1.090% 
　　完美时空 16.710 2.520% 
　　携程网 20.500 -8.970% 
　　金融界 7.600 -8.100% 
　　艺龙 7.130 0.560% 
　　前程无忧 6.180 -1.900% 
　　灵通网 1.140 0.000% 
　　空中网 3.550 0.570% 
　　华友世纪 1.930 2.120% 
　　易居中国 8.020 -3.370% 
　　如家快捷 10.000 -2.440% 
　　新东方 49.550 -5.960% 
　　正保远程教育 3.510 -17.410% 
　　华视传媒 5.280 -11.110% 
　　航美传媒 4.400 -8.330% 
　　新华财经传媒 0.560 -4.920% 
　　永新视博 7.350 2.510% 
　　UT斯达康 1.600 3.230% 
　　展讯通信 1.080 -0.920% 
　　亚信 12.480 -3.260% 
　　中芯国际 1.490 -5.100% 
　　中星微 1.980 -1.000% 
　　珠海炬力 1.570 -9.770% 
　　侨兴环球 1.670 -5.110% 
　　德信无线 1.110 -5.120% 
　　无锡尚德 10.260 -12.680% 
　　文思信息 4.850 -6.010% 
　　诺亚舟 3.800 11.760% 
　　CDC 1.210 -6.200% 


