中国概念股周五收盘涨跌互现
　　新浪科技讯 北京时间11月7日早间消息，美股周五小幅上扬，虽然因十月份就业低于预期，但也显示出企业裁员速度有所减缓。中国概念股周五收盘涨跌互现。
　　截至收盘，道琼斯工业平均指数上涨了17.46点，至10023.42点，涨幅为0.17%；纳斯达克综合指数上涨了7.12点，至2112.44点，涨幅为0.34%；标准普尔500指数上涨了2.67点，至1069.30点，涨幅为0.25%。
　　中国概念股周五收盘涨跌互现，其中CRIC涨6.66%，炬力跌6.8%。
　　股票名称	最新价	涨跌幅
　　新浪	40.76	+0.89%
　　CRIC	13.80	+7.31%
　　网易	40.68	+2.68%
　　搜狐	55.58	+0.76%
　　百度	409.74	+3.41%
　　分众传媒	13.05	-2.25%
　　盛大	47.66	-2.12%
　　盛大游戏	10.93	-0.73%
　　巨人网络	7.13	-0.97%
　　畅游	31.24	-0.48%
　　第九城市	7.94	-1.24%
　　完美时空	46.69	+2.23%
　　携程网	60.40	+1.63%
　　金融界	8.59	-1.94%
　　艺龙	13.38	+1.36%
　　前程无忧	16.30	+0.74%
　　掌上灵通	2.09	-1.42%
　　空中网	15.01	-1.44%
　　华友世纪	6.04	+0.50%
　　易居中国	19.66	+7.31%
　　如家快捷	31.95	-0.53%
　　新东方	70.33	-0.59%
　　正保远程教育	7.36	-0.54%
　　华视传媒	8.85	-0.56%
　　航美传媒	8.52	+1.91%
　　新华悦动传媒	1.20	+0.84%
　　永新视博	6.91	-1.29%
　　UT斯达康	1.79	-2.72%
　　展讯通信	5.05	+1.41%
　　亚信科技	23.43	-0.13%
　　中芯国际	2.42	0.00%
　　中星微电子	3.80	-1.55%
　　炬力	2.33	-6.80%
　　侨兴环球	2.01	-0.50%
　　德信无线	3.52	+7.32%
　　无锡尚德	12.70	-2.01%
　　文思信息	17.93	+5.28%
　　诺亚舟	4.80	-0.62%
　　中华网	2.53	+2.43%
　　CDC软件	9.44	+1.51%
　　侨兴移动	4.31	-0.69%
　　国人通信	4.34	+1.88%

