中国概念股周五多数下跌 奇虎跌8.6%创新低
　　新浪科技讯 北京时间4月9日凌晨消息，周五美国股市收低。原油期货价格收在每桶112美元上方。美国国会预算案谈判将在午夜截止，谈判结果将决定美国联邦政府能否避免关门。中国概念股多数下跌，新浪逆势涨1.99%报119.35美元，盘中突破120美元，创历史新高；奇虎360跌8.61%报25.48美元，创IPO以来新低。
　　侨兴移动大跌10.86%报3.12美元；侨兴环球跌4.95%报2.11美元。另外，软通动力涨5.18%报18.89美元；搜房网涨5.58%报20.62美元。
　　美东时间4月8日16:00(北京时间4月9日04:00)，道琼斯工业平均指数下跌29.59点，收于12,379.90点，跌幅0.24%；纳斯达克综合指数下跌15.73点，收于2,780.41点，跌幅0.56%；标准普尔500指数下跌5.35点，收于1,328.16点，跌幅0.40%。
　　股票　最新价　涨跌幅
　　新浪　119.35　1.99%
　　CRIC　8.26　0.49%
　　网易　52.93　-0.13%
　　搜狐　96.35　-1.05%
　　百度　141.88　2.00%
　　分众传媒　31.33　1.10%
　　盛大　43.64　-0.71%
　　盛大游戏　6.5　-0.31%
　　巨人网络　7.66　-0.78%
　　畅游　34.22　-0.52%
　　第九城市　6.95　0.43%
　　完美世界　24.44　0.08%
　　携程网　45.7　0.64%
　　金融界　4.46　0.45%
　　艺龙　14.7　0.96%
　　前程无忧　62.71　-1.09%
　　掌上灵通　1.31　-2.23%
　　空中网　9.76　-0.31%
　　酷6传媒　3.87　-3.56%
　　易居中国　13.15　1.15%
　　如家快捷　43.34　1.24%
　　7天连锁　22.96　0.00%
　　新东方　118.09　-1.46%
　　正保远程教育　3.46　3.90%
　　华视传媒　4.38　0.00%
　　航美传媒　5.38　-2.36%
　　永新视博　7.22　-1.50%
　　UT斯达康　2.81　-2.77%
　　展讯通信　20.35　2.62%
　　亚信科技　21.38　-1.25%
　　中芯国际　3.78　0.00%
　　中星微电子　2.91　-1.69%
　　炬力　2.46　-0.81%
　　侨兴环球　2.11　-4.95%
　　德信无线　4.34　-1.59%
　　无锡尚德　9.42　-0.11%
　　文思信息　34.55　0.38%
　　诺亚舟　2.22　-1.33%
　　中华网　2.52　-0.40%
　　CDC软件　4.72　0.85%
　　侨兴移动　3.12　-10.86%
　　国人通信　3.42　1.48%
　　汉庭连锁酒店　19.86　1.90%
　　联游网络　1.2　0.63%
　　搜房网　20.62　5.58%
　　蓝汛　17.65　-3.34%
　　高德软件　17.93　-1.54%
　　麦考林　5.71　0.18%
　　优酷网　54.25　3.24%
　　当当网　20.34　-0.44%
　　博纳影业　6.47　-0.90%
　　斯凯　13.38　-1.11%
　　软通动力　18.89　5.18%
　　创博国际　3.71　-2.88%
　　海辉软件　20.39　-0.24%
　　奇虎360　25.48　-8.61%

