中国概念股周四收盘普涨灵通涨17.9%
　　新浪科技讯 美国东部时间6月4日16:00(北京时间6月5日4:00消息)，受金融与能源股上涨带动，美股周四收高。投资者还抛售了医药与必需消费品股票，说明投资者的风险偏好有所增强。中国概念股周四收盘普涨。
　　截至收盘，道琼斯工业平均指数上涨了74.96点，至8750.24点，涨幅为0.86%；纳斯达克综合指数上涨了24.10点，至1850.02点，涨幅为1.32%，标准普尔500指数上涨了10.70点，至942.46点，涨幅为1.15%。
　　中国改概念股周四普涨，掌上灵通大涨17.92%。
　　股票名称	最新价	 涨跌幅
　　新浪	33.000	  3.090%
　　网易	37.320	  2.870%
　　搜狐	67.100	  0.300%
　　百度	293.450	  2.300%
　　分众传媒	8.580	  2.630%
　　盛大	63.360	  3.090%
　　巨人网络	9.260	  6.310%
　　畅游	39.340	  2.190%
　　第九城市	11.610	 -2.030%
　　完美时空	21.700	  0.420%
　　携程网	41.830	  4.160%
　　金融界	12.140	 -1.220%
　　艺龙	6.390	 -1.240%
　　前程无忧	8.850	  0.000%
　　掌上灵通	2.500	  17.920%
　　空中网	9.990	  4.390%
　　华友世纪	3.200	  0.000%
　　易居中国	15.630	  7.500%
　　如家快捷	16.690	  0.120%
　　新东方	58.130	  0.190%
　　正保远程教育	6.300	  0.000%
　　华视传媒	6.470	  4.190%
　　航美传媒	6.490	 -1.960%
　　新华悦动传媒	0.780	  4.010%
　　永新视博	9.690	  6.250%
　　UT斯达康	2.260	  4.150%
　　展讯通信	2.080	  6.670%
　　亚信科技	21.380	 -2.600%
　　中芯国际	2.680	  1.900%
　　中星微电子	2.000	 -6.100%
　　炬力	2.150	  2.380%
　　侨兴环球	2.420	 -1.630%
　　德信无线	2.390	 -0.420%
　　无锡尚德	17.190	  6.110%
　　诺亚舟	4.460	  0.450%
　　中华网	1.640	  1.230%


