AH溢价指数收报100.10 航空股逆市走高 
　　新浪财经讯 5月06日消息，今日沪指和恒指均收跌，沪指震荡反弹，盘中反弹受阻再度走跌，收市报2,863.89，下跌8.51点或0.30%；恒指走势疲软，盘中反弹乏力维持弱势，收市报23,159.14，下跌102.47点或0.44%。
　　受此影响，恒生AH溢价指数收低，受A股普遍走低拖累，最低见99.97，报收于100.10，下跌1.18或1.17%，指数显示A股股价整体较H股仅溢价0.10%。
　　今日A+H股大多走势疲软，在67只可比的AH中，A股24只上涨，H股37只上涨。在A+H股中，A股方面，隔夜商品市场下挫拖累A股大幅低开，但市场情绪之后有所缓解，午后一度转涨，不过毕竟周末临近，市场对于政策的担忧再度来袭，导致最终收低。盘面上，煤炭、钢铁、有色、石化等股跌幅居前，银行和保险股走势疲软，而受惠油价下滑影响，航空股逆市走高，电力股亦表现活跃。H股方面，资源类股跌幅较大，不过银行股整体走强，航空股更是大幅走高。
　　AH股中出现倒挂的个股有14只，A股较H股折价两成个股至2只。
　　恒生AH股A指数下跌0.72%，报1951.81；恒生AH股H指数上涨0.44%，报2204.56；恒生AH股A+H指数下跌0.08%，报2210.06。
　　中国平安(601318-CN)下跌0.46%；中国人寿(601628-CN)下跌0.15%；建设银行(601939-CN)下跌0.96%；工商银行(601398-CN)下跌0.43%；中国银行(601988-CN)下跌0.59%。
　　中国人寿(2628-HK)持平，工商银行(1398-HK)上涨0.78%，建设银行(0939-HK)上涨0.42%，中国石油(0857-HK)下跌0.76%，中国石化(0386-HK)上涨0.27%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-27.46%)
　　农业银行(601288-CN;1288-HK)-----(-23.65%)
　　中国太保(601601-CN;2601-HK)-----(-17.76%)
　　工商银行(601398-CN;1398-HK)-----(-15.41%)
　　招商银行(600036-CN;3968-HK)-----(-15.35%)
　　建设银行(601939-CN;0939-HK)-----(-14.57%)
　　交通银行(601328-CN;3328-HK)-----(-12.67%)
　　中国人寿(601628-CN;2628-HK)-----(-12.10%)
　　中联重科(000157-CN;1157-HK)-----(-11.75%)
　　民生银行(600016-CN;1988-HK)-----(-5.75%)

