AH溢价指数收报112.12 微跌0.13点
　　新浪财经讯 08月22日消息，周一沪指和恒指走势不一，沪指震荡下跌，盘中下探至2500附近回稳，收市报2,515.86，下跌18.50点或0.73%；恒指探底回升，早盘冲高回落，临近尾盘收复失地，收市报19,486.87点，上涨86.95点或0.45%。
　　受此影响，恒生AH溢价指数微跌，因H股午后反弹影响，全日报收于112.12，下跌0.13点或0.12%，指数显示A股股价整体较H股溢价12.12%。
　　今日A股和H股走低偏软，在69只可比的AH中，A股29支上涨，H股18支上涨。在A+H股中，A股方面，有分析师表示，经济增速回落可能超出预期，市场担忧较重；另货币政策趋于谨慎，难有大的放松。盘面上，水泥、造船、航空股跌幅居前，海螺水泥A股下跌逾5%。煤炭、有色、机械等股亦纷纷走弱。电力、环保概念、石化股表现活跃，创业环保A股上涨近4%。H股方面，多数个股走低，其中煤炭、航运、水泥、有色股跌幅较大，兖州煤业H股下跌逾9%。虽然兖州煤业公布中期净利升91%，但瑞信料其下半年业绩倒退，因成本增加构成压力。而部分石油、金融、高铁概念等H股小幅走强。
　　AH股中出现倒挂的个股有13只，A股较H股折价幅度最大的是中国平安，溢价率达-26.25%。
　　恒生AH股A指数下跌0.66%，收报1678.51；恒生AH股H指数下跌0.62%，收报11723.39；恒生AH股A+H指数下跌0.49%，报1804.57。
　　中国平安(601318-CN)上涨0.27%；中国人寿(601628-CN)下跌0.81%；建设银行(601939-CN)下跌0.89%；工商银行(601398-CN)下跌1.21%；中国银行(601988-CN)下跌0.34%。
　　中国人寿(2628-HK)上涨1.85%，工商银行(1398-HK)下跌1.24%，建设银行(0939-HK)下跌1.33%，中国石油(0857-HK)上涨2.19%，中国石化(0386-HK)上涨2%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-26.25%)
　　农业银行(601288-CN;1288-HK)-----(-19.07%)
　　中国太保(601601-CN;2601-HK)-----(-18.48%)
　　海螺水泥(600585-CN;0914-HK)-----(-16.67%)
　　中国人寿(601628-CN;2628-HK)-----(-16.67%)
　　招商银行(600036-CN;3968-HK)-----(-14.28%)
　　中国神华(601088-CN;1088-HK)-----(-9.05%)
　　宁沪高速(600377-CN;0177-HK)-----(-8.05%)
　　中联重科(000157-CN;1157-HK)-----(-7.25%)
　　交通银行(601328-CN;3328-HK)-----(-2.81%)

