AH溢指迭创近年半新低 两地待遇大倒挂
　　新浪财经讯 04月12日消息，A+H股两地同步跌多升少；恒生AH股溢价指数微涨0.06点至109.26点，盘中一度刷新近年半最低价差记录至108.01点；今日收市后倒挂个股减至12只，但倒挂率超过10%的个股数却增至八只，显示有超过一成个股的两市估值“潜水”深度已呈明显扩大之势。
　　全日A股部分成交增至约203亿元(人民币，A股下同)；但H股部分成交则萎缩至约154亿元(港元，H股下同)。在热钱转趋谨慎下，中港股市今日同步高开低走，显示即市追高意愿较弱；全日收市，深沪A股及H股指数分别倒跌1.2%及0.7%，后者一度改写近三个月新高至13164点。
　　个股中，权重金融及石油类股携手走低，拖累大市发展。但航空、机械、通信设备、医药、黄金、环保等行业却两市同步见资金加码，推动股价逆市上扬，从而缓和了大市跌幅。铁路基建及电力设备类股则两市普软；同步披露获得大额铁路修建合约的中国铁建(601186-CN;01186-HK)及中国中铁(601390-CN;00390-HK)，A股各小幅收低0.5%及0.7%；但前者H股逆市维持0.72%的涨幅，后者H股则跌1.05%；两者的AH股溢价率(考虑最新汇率因素：1港元兑换0.88元人民币)现分别为-3.26%及14.44%。而09财年盈利小幅下滑4%的上海电气(601727-CN;02727-HK)，预计2010年电力设备销售收入将下滑近三成至人民币500亿元，AH股则跌0.4%及3%；两市估值差距略为扩大至近两倍。
　　附今日收盘后AH股溢价率最小的十只个股∶
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;02318-HK)-----(-16.64%)
　　中国人寿(601628-CN;02628-HK)-----(-15.97%)
　　招商银行(600036-CN;03968-HK)-----(-14.88%)
　　中国太保(601601-CN;02601-HK)-----(-13.90%)
　　海螺水泥(600585-CN;00914-HK)-----(-11.74%)
　　鞍钢股份(000898-CN;00347-HK)-----(-11.45%)
　　中国神华(601088-CN;01088-HK)-----(-10.76%)
　　工商银行(601398-CN;01398-HK)-----(-10.55%)
　　建设银行(601939-CN;00939-HK)------(-5.72%)
　　交通银行(601328-CN;03328-HK)------(-4.68%)

