AH溢价指数报101.26 A股普遍强于H股
　　新浪财经讯 05月03日消息，今日沪指和恒指走势不一，沪指先跌后涨，盘中2900点关口失而复得，收市报2,932.19，上涨20.68点或0.71%；恒指小幅回吐，早盘冲高回落，临近尾盘反复偏软，收市报23,633.25，下跌87.56点或0.37%。
　　受此影响，恒生AH溢价指数上涨，A股走强而H股走弱，令A股溢价扩大，最高见101.50，报收于101.26，上涨0.94或0.94%，指数显示A股股价整体较H股溢价1.26%。
　　今日A股普遍强于相对应的H股，在67只可比的AH中，A股53只上涨，H股21只上涨。在A+H股中，A股方面，虽然4月份PMI指数环比回落显示经济增速有所放缓，但其中购进价格指数下滑预示着输入型通胀压力也有所缓解，加上节日期间并未加息，对市场流动性预期有正面影响。盘面上，受益于预期提高电价影响，今天发电股继续上涨，另外电气、水泥等股亦表现较好，而银行股涨跌互见。H股方面，整体走势弱于A股，其中水泥、钢铁、机械等股普遍回吐，银行股亦多数走弱。
　　AH股中出现倒挂的个股有16只，A股较H股折价两成个股至2只。
　　恒生AH股A指数上涨0.35%，报2011.48；恒生AH股H指数下跌0.66%，报2247.21；恒生AH股A+H指数下跌0.23%，报2269.95。
　　中国平安(601318-CN)上涨0.65%；中国人寿(601628-CN)上涨0.30%；建设银行(601939-CN)下跌0.19%；工商银行(601398-CN)下跌0.22%；招商银行(600036-CN)下跌0.28%。
　　中国人寿(2628-HK)下跌0.18%，工商银行(1398-HK)下跌0.30%，建设银行(0939-HK)下跌0.68%，中国石油(0857-HK)下跌1.43%，中国石化(0386-HK)下跌1.41%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-25.40%)
　　农业银行(601288-CN;1288-HK)-----(-23.35%)
　　工商银行(601398-CN;1398-HK)-----(-16.48%)
　　建设银行(601939-CN;0939-HK)-----(-14.62%)
　　招商银行(600036-CN;3968-HK)-----(-13.18%)
　　中联重科(000157-CN;1157-HK)-----(-12.78%)
　　交通银行(601328-CN;3328-HK)-----(-12.76%)
　　中国太保(601601-CN;2601-HK)-----(-11.97%)
　　中国人寿(601628-CN;2628-HK)-----(-11.58%)
　　中国银行(601988-CN;3988-HK)-----(-5.13%)

