AH溢价指数下跌0.74点 收报99.70点
　　新浪财经讯 06月13日消息，周一A股和港股低开后反弹，沪指微幅收跌，盘中2700点关口失而复得，收市报2,700.38，下跌4.76点或0.18%；恒指先跌后升，午后反复造好并重返22,500点，收市报22,508.08，上涨87.71点或0.39%。
　　受此影响，恒生AH溢价指数走低，因A股反弹力度不及H股拖累，指数失守100关口，最低见99.66，报收于99.70，下跌0.74点或0.74%，指数显示A股股价整体较H股折价0.30%。
　　今日A股和H股大多走弱，在67只可比的AH中，A股有14支收涨，H股有29支收涨。在A+H股中，A股方面，有分析师表示，中铝因其母公司涉足稀土，故常现活跃；但个股活跃难消市场对通胀的担忧，且目前经济形势并不乐观，加大了政策难度。盘面上，有色股在中国铝业涨停的带动下表现活跃，另外大多银行股也走强，唯其它个股多下跌，其中发电、航运、航空等股跌幅较大。H股方面，银行股涨幅居前，水泥、电力、航空股亦表现活跃，但药业、公路、航运股跌幅较大。
　　AH股中出现倒挂的个股有14只，A股较H股折价幅度最大的是中国平安，溢价率达-27.79%。
　　恒生AH股A指数下跌0.13%，收报1853.14；恒生AH股H指数上涨0.54%，收报2106.92；恒生AH股A+H指数上涨0.23%，报2106.87。
　　中国平安(601318-CN)下跌1.37%；中国人寿(601628-CN)下跌0.48%；建设银行(601939-CN)上涨0.41%；工商银行(601398-CN)下跌0.63%；中国银行(601988-CN)下跌0.63%。
　　中国人寿(2628-HK)下跌0.56%，工商银行(1398-HK)上涨1.38%，建设银行(0939-HK)上涨1.61%，中国石油(0857-HK)下跌0.55%，中国石化(0386-HK)持平。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-27.79%)
　　中国太保(601601-CN;2601-HK)-----(-20.95%)
　　农业银行(601288-CN;1288-HK)-----(-20.80%)
　　招商银行(600036-CN;3968-HK)-----(-16.71%)
　　中国人寿(601628-CN;2628-HK)-----(-16.49%)
　　建设银行(601939-CN;0939-HK)-----(-14.81%)
　　交通银行(601328-CN;3328-HK)-----(-9.80%)
　　中国神华(601088-CN;1088-HK)-----(-8.76%)
　　宁沪高速(600377-CN;0177-HK)-----(-8.47%)
　　上海医药(601607-CN;2607-HK)-----(-8.33%)

