AH溢价指数升0.29 A股对H股溢价5.51%
　　新浪财经讯 02月14日消息，今日沪指和恒指上扬，沪指开盘后一路走高，盘中一度重返2900点，收市报2899.13，上涨71.80或2.54%；恒指反复向上，成功收复23000点后涨幅扩大，收市报23121.06，上涨292.14或1.28%。
　　今日AH股中A和H股全线几乎走高，在63只可比的AH中，A股60只上涨，H股61只上涨。A+H股中，A股方面，市场预期1月份CPI可能偏低，这缓解了市场对政府进一步收紧流动性的担忧，市场受此激励大幅走强，其中公路、水泥和部分资源股涨幅居前，金融股也集体走高，大大提振了市场人气，唯铁路股和洛阳玻璃走低；H股方面，整体涨幅略逊于A股，水泥、航空和电器类股涨幅较大，金融股走势则不及相对应的A强，从而令A股溢价得以扩大。AH股中出现倒挂的个股有14只，A股较H股折价两成个股减至1只。
　　恒生AH股A指数上涨2.92%，报1971.74；恒生AH股H指数上涨2.62%，报2136.52；恒生AH股A+H指数上涨2.75%，报2164.19。
　　中国平安(601318-CN)升4.64%；中国人寿(601628-CN)涨3.88%；招商银行(600036-CN)升4.33%；工商银行(601398-CN)升1.87%；建设银行(601939-CN)升1.43%；中国银行(601988-CN)升1.54%。
　　中国人寿(2628-HK)上涨1.37%，工商银行(1398-HK)上涨1.94%，建设银行(0939-HK)上涨1.36%，中国石油(0857-HK)上涨2.52%，中国石化(0386-HK)上涨1.72%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-21.63%)
　　招商银行(600036-CN;3968-HK)-----(-14.98%)
　　农业银行(601288-CN;1288-HK)-----(-14.92%)
　　鞍钢股份(000898-CN;0347-HK)-----(-14.82%)
　　建设银行(601939-CN;0939-HK)-----(-12.62%)
　　中国太保(601601-CN;2601-HK)-----(-11.26%)
　　中国人寿(601628-CN;2628-HK)-----(-11.13%)
　　工商银行(601398-CN;1398-HK)-----(-10.86%)
　　交通银行(601328-CN;3328-HK)-----(-10.60%)
　　中联重科(000157-CN;1157-HK)-----(-8.57%)

