AH溢价指数报100.77 AH倒挂股降至13只
　　新浪财经讯 05月04日消息，今日沪指和恒指均大幅走低，沪指低开低走，盘中失守2900点后跌幅扩大，收市报2,866.02，下跌66.17点或2.26%；恒指反复偏软，盘中反弹乏力后进一步走低，收市报23,315.24，下跌318.01点或1.35%。
　　受此影响，恒生AH溢价指数走低，受A股普遍回吐拖累，最高见102.35，报收于100.77，下跌0.49或0.48%，指数显示A股股价整体较H股溢价0.77%。
　　今日AH股普遍走跌，在67只可比的AH中，A股7只上涨，H股12只上涨。在A+H股中，A股方面，对政策的担忧是导致今日股市走低的主要因素，尤其是央行表示要保持必要的调控力度，市场猜测，在通胀压力明显减缓前，进一步收紧货币政策的可能性依然存在。盘面上，煤炭、石油、有色等资源类股跌幅居前，另外钢铁、造船、金融等股亦纷纷下跌，值得一提的是，广深铁路逆市飙升，受惠铁路系统改革预期。H股方面，个股同样普遍下跌，其中水泥、机械、电器等股跌幅较大，而电力股逆市走强。
　　AH股中出现倒挂的个股有13只，A股较H股折价两成个股至2只。
　　恒生AH股A指数下跌2.35%，报1964.19；恒生AH股H指数下跌1.86%，报2205.46；恒生AH股A+H指数下跌2.08%，报2222.63。
　　中国平安(601318-CN)下跌3.39%；中国人寿(601628-CN)下跌2.90%；建设银行(601939-CN)下跌1.54%；工商银行(601398-CN)下跌0.88%；招商银行(600036-CN)下跌2.57%。
　　中国人寿(2628-HK)下跌1.45%，工商银行(1398-HK)下跌1.98%，建设银行(0939-HK)下跌1.65%，中国石油(0857-HK)下跌1.45%，中国石化(0386-HK)下跌1.82%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-25.85%)
　　农业银行(601288-CN;1288-HK)-----(-23.88%)
　　中国太保(601601-CN;2601-HK)-----(-16.06%)
　　工商银行(601398-CN;1398-HK)-----(-15.81%)
　　建设银行(601939-CN;0939-HK)-----(-14.43%)
　　招商银行(600036-CN;3968-HK)-----(-14.25%)
　　中国人寿(601628-CN;2628-HK)-----(-13.03%)
　　交通银行(601328-CN;3328-HK)-----(-12.59%)
　　中联重科(000157-CN;1157-HK)-----(-12.10%)
　　鞍钢股份(000898-CN;0347-HK)-----(-5.00%)

