AH溢价指数上涨0.01点 收报110.53点 
　　AH股中出现倒挂的个股有14只，A股较H股折价幅度最大的是中国平安，溢价率达-25.02%。
　　恒生AH股A指数下跌0.54%，收报1680.44；恒生AH股H指数下跌0.47%，收报1765.60；恒生AH股A+H指数下跌0.6%，报1832.66。
　　中国平安(601318-CN)下跌1.23%；中国人寿(601628-CN)下跌1.39%；建设银行(601939-CN)上涨0.22%；工商银行(601398-CN)上涨0.73%；中国银行(601988-CN)下跌0.34%。
　　中国人寿(2628-HK)上涨0.22%，工商银行(1398-HK)下跌0.99%，建设银行(0939-HK)持平，中国石油(0857-HK)上升0.31%，中国石化(0386-HK)下跌0.89%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-25.02%)
　　海螺水泥(600585-CN;0914-HK)-----(-20.59%)
　　中国太保(601601-CN;2601-HK)-----(-20.25%)
　　农业银行(601288-CN;1288-HK)-----(-16.23%)
　　中国神华(601088-CN;1088-HK)-----(-15.99%)
　　招商银行(600036-CN;3968-HK)-----(-13.54%)
　　青岛啤酒(600600-CN;0168-HK)-----(-11.45%)
　　建设银行(601939-CN;0939-HK)-----(-8.73%)
　　中联重科(000157-CN;1157-HK)-----(-6.57%)
　　工商银行(601398-CN;1398-HK)-----(-4.41%)

