恒生AH溢指跌0.74点 A股对H股折价2.71%
　　新浪财经讯 11月23日消息，恒生AH溢指小幅走高，因H股整体跌幅大于A股而拉近了AH价差，指数盘中高见97.47，低见95.16，全日报收于97.29，涨0.74或0.77%，指数显示A股股价整体比H股股价折价2.71%。
　　AH股中A股和H股普遍下跌，但H股整体跌幅较A股为大，在63只可比的AH中，A股有10只上涨，H股5只上涨。紧缩预期更浓令市场承压，资源及金融类股疲软拖累市场走势，午后虽然内地跌幅略收窄，但市场传出朝鲜向韩国发射炮弹，令H股进一步受压。由于美元继续反弹，资源类AH股首当其冲跌幅居前，但医药股继续跑赢大市，成为今日市场少数上涨的个股。AH股中出现倒挂的个股有18只，A股较H股折价两成个股至5只。
　　恒生AH股A指数跌1.80%，报1930.80；恒生AH股H指数跌2.70%，报2215.06；恒生AH股A+H指数跌2.50%，报2178.12
　　中国平安(601318-CN)下跌3.61%；中国人寿(601628-CN)下跌2.53%；建设银行(601939-CN)下跌1.50%；中国银行(601988-CN)持平；工商银行(601398-CN)停牌；招商银行(600036-CN)下跌1.06%；交通银行(601328-CN)上涨0.53%。
　　中国人寿(2628-HK)跌3.18%，工商银行(1398-HK)跌2.32%，建设银行(0939-HK)跌2.49%，中国石油(0857-HK)跌3.28%，中国石化(0386-HK)跌2.17%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-26.42%)
　　招商银行(600036-CN;3968-HK)-----(-26.38%)
　　农业银行(601288-CN;1288-HK)-----(-23.88%)
　　建设银行(601939-CN;0939-HK)-----(-23.57%)
　　中国人寿(601628-CN;2628-HK)-----(-21.96%)
　　交通银行(601328-CN;3328-HK)-----(-18.95%)
　　鞍钢股份(000898-CN;0347-HK)-----(-18.64%)
　　中国太保(601601-CN;2601-HK)-----(-16.48%)
　　中国铁建(601186-CN;1186-HK)-----(-15.00%)
　　民生银行(600016-CN;1988-HK)-----(-14.96%)
　　

