AH溢价指数下跌0.09点 收报118.47点 
　　新浪财经讯 10月25日消息，周二沪指和恒指继续走高。沪指收复2400点，午后震荡走高后窄幅整理，收市报2409.67点，上升39.34点或1.66%；恒指反复向上，早盘高开后震荡走高，收市报18968.20点，上升196.38点或1.05%。
　　受此影响，恒生AH溢价指数走低，因A股整体涨幅不及H股影响，全日报收于118.47点，下跌0.09点或0.08%，指数显示A股股价整体较H股溢价18.47%。
　　今日市场A股和H股呈普涨格局。在71支可比的AH中，A股69支上涨，H股49支上涨。在A+H股中，A股方面，有分析师表示，大盘由于前期超跌而出现技术性反弹，另市场消化了近期由政策调控引发经济回落的利空，形成对政策适当结构性放松以及经济回稳的预期；若没有超预期因素的干扰，此次反弹的力度和持续性或能好于上一轮反弹。盘面上，个股几乎全线上涨，其中有色、药业、煤炭板块涨幅靠前，江西铜业A股上升5.93%。水泥、火车、机械等板块亦纷纷走强，中国南车A股续升逾3%，此前有消息称与成都市政府签署合作协议。H股方面，石化、机械、金融板块涨幅居前，农行H股上升4.23%，欧债问题的缓和对市场构成明显提振。此外，航空、药业、有色等板块亦纷纷走强，而水泥、公路等个股出现回吐。
　　AH股中出现倒挂的个股有10只，A股较H股折价幅度最大的是中国平安，溢价率达-20.34%。
　　恒生AH股A指数上升1.33%，收报1667.16；恒生AH股H指数上升1.58%，收报1634.91；恒生AH股A+H指数上升1.59%，报1753.85。
　　中国平安(601318-CN)上涨0.65%；中国人寿(601628-CN)上涨1.22%；工商银行(601398-CN)上涨1.19%；中国银行(601988-CN)上涨0.33%；建设银行(601939-CN)上涨1.94%。
　　中国人寿(2628-HK)上升1.66%，工商银行(1398-HK)上升2.51%，建设银行(0939-HK)上升1.50%，中国石油(0857-HK)上升1.74%，中国石化(0386-HK)上升1.22%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-20.34%)
　　中国神华(601088-CN;1088-HK)-----(-12.26%)
　　海螺水泥(600585-CN;0914-HK)-----(-10.52%)
　　中兴通讯(微博)(000063-CN;0763-HK)-----(-6.78%)
　　宁沪高速(600377-CN;0177-HK)-----(-6.31%)
　　招商银行(600036-CN;3968-HK)-----(-4.76%)
　　农业银行(601288-CN;1288-HK)-----(-4.45%)
　　中国太保(601601-CN;2601-HK)-----(-3.98%)
　　青岛啤酒(600600-CN;0168-HK)-----(-3.89%)
　　中国人寿(601628-CN;2628-HK)-----(-1.63%)

