AH溢价指数下跌5.72点 收报110.87点
　　新浪财经讯 10月27日消息，周四沪指和恒指收高。沪指震荡走高，午后涨幅有所收窄，收市报2435.61点，上升8.13点或0.33%；恒指大幅走高，盘中一路震荡上扬，收市报19688.70点，上升622.16点或3.26%。
　　受此影响，恒生AH溢价指数走低，因A股整体涨幅不及H股影响，全日报收于110.87点，下跌5.72点或4.91%，指数显示A股股价整体较H股溢价10.87%。
　　今日市场A股和H股延续普涨格局。在71只可比的AH中，A股48支上涨，H股69支上涨。在A+H股中，A股方面，有分析师表示，定向微调政策相继出台，提振市场情绪，或能支撑反弹延续一段时间；总体看，基本面未现根本转变，大盘走势还需看后续政策调整能否落实。盘面上，电力、汽车、港口板块涨幅靠前，比亚迪A上升4.2%，受管理层乐观销售预期提振。金融、航空、航运等板块亦表现活跃。H股方面，个股几乎全线上涨，其中钢铁、火车、有色板块涨幅较大，中国中铁H上升17.5%，中国南车H上升14.2%，市场憧憬放宽铁路融资。此外，汽车、机械、金融等板块纷纷走高，中信银行H上升7.54%，受强于预期的第三季度业绩提振。
　　AH股中出现倒挂的个股有14只，A股较H股折价幅度最大的是中国平安，溢价率达-24.84%。
　　恒生AH股A指数上升0.84%，收报1690.47；恒生AH股H指数上升5.97%，收报1773.42；恒生AH股A+H指数上升3.36%，报1838.75。
　　中国平安(601318-CN)下跌1.23%；中国人寿(601628-CN)上涨1.58%；工商银行(601398-CN)上涨0.94%；中国银行(601988-CN)持平；建设银行(601939-CN)上涨1.27%。
　　中国人寿(2628-HK)上升4.8%，工商银行(1398-HK)上升7.66%，建设银行(0939-HK)上升4.6%，中国石油(0857-HK)上升3.8%，中国石化(0386-HK)上升2.27%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-24.84%)
　　海螺水泥(600585-CN;0914-HK)-----(-22.56%)
　　中国神华(601088-CN;1088-HK)-----(-15.59%)
　　农业银行(601288-CN;1288-HK)-----(-13.23%)
　　招商银行(600036-CN;3968-HK)-----(-13.00%)
　　中信证券(600030-CN;6030-HK)-----(-10.43%)
　　青岛啤酒(600600-CN;0168-HK)-----(-9.97%)
　　中联重科(000157-CN;1157-HK)-----(-9.88%)
　　中兴通讯(微博)(000063-CN;0763-HK)-----(-9.85%)
　　中国人寿(601628-CN;2628-HK)-----(-5.87%)

