AH溢价指数上升2.62点 收报111.66点 
　　新浪财经讯 9月05日消息，周一沪指和恒指大幅收低，沪指低开低走，早盘失守2500点后跌幅扩大，午后反弹乏力，收市报2,478.74点，下跌49.54点或1.96%；恒指受外围股市大跌拖累失守两万点，早盘大幅低开后维持低位整理，尾盘进一步走低，收市报19,616.40点，下跌596.51点或2.95%。
　　受此影响，恒生AH溢价指数走高，因H股整体弱于A股影响，全日报收于111.66，上涨2.62点或2.4%，指数显示A股股价整体较H股溢价11.66%。
　　今日A股和H股普遍下跌，在69只可比的AH中，A股仅2支上涨，H股3支上涨。在A+H股中，A股方面，有分析师表示，资金面紧张的担忧挫伤了投资者信心，紧缩政策持续背景下，经济增长前景看淡，市场并不具备趋势性转强的条件。盘面上，水泥、造船股大幅下挫，海螺水泥跌停。煤炭、机械、制药、电力等股亦下跌，而金融、航空、黄金股跌幅相对较小，其中中信银行A股逆市小幅上涨。H股方面，受欧美经济数据疲软打击，航运股遭遇重挫，中海发展挫6.64%。水泥、钢铁、石化、煤炭等股亦大幅走低。而青岛啤酒、大唐发电、上海医药这三只H股小幅上涨。
　　AH股中出现倒挂的个股有11只，A股较H股折价幅度最大的是中国平安，溢价率达-23.07%。
　　恒生AH股A指数下跌1.91%，收报1666.90；恒生AH股H指数下跌3.43%，收报1733.31；恒生AH股A+H指数下跌2.9%，报1806.46。
　　中国平安(601318-CN)下跌2.09%；中国人寿(601628-CN)下跌1.72%；建设银行(601939-CN)下跌0.88%；工商银行(601398-CN)下跌0.49%；中国银行(601988-CN)下跌1.35%。
　　中国人寿(2628-HK)下跌4.72%，工商银行(1398-HK)下跌4.69%，建设银行(0939-HK)下跌3.66%，中国石油(0857-HK)下跌3.21%，中国石化(0386-HK)下跌1.34%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-23.07%)
　　海螺水泥(600585-CN;0914-HK)-----(-22.37%)
　　中国太保(601601-CN;2601-HK)-----(-20.69%)
　　农业银行(601288-CN;1288-HK)-----(-16.26%)
　　中国神华(601088-CN;1088-HK)-----(-14.49%)
　　青岛啤酒(600600-CN;0168-HK)-----(-13.70%)
　　招商银行(600036-CN;3968-HK)-----(-13.01%)
　　中联重科(000157-CN;1157-HK)-----(-7.83%)
　　建设银行(601939-CN;0939-HK)-----(-6.67%)
　　宁沪高速(600377-CN;0177-HK)-----(-6.62%)

