AH溢价指数下跌0.31点 收报101.64点 
　　新浪财经讯 6月29日消息，周三A股和港股走弱，沪指震荡收跌，午盘反弹受阻后跌势加剧，收市报2,728.48，下跌30.72点或1.11%；恒指基本持平，高开后反复偏软，收市报22,061.18，下跌0.60点或0.00%。
　　受此影响，恒生AH溢价指数小幅走低，受午后A股跌幅扩大拖累，最低见101.03，收报于101.64，下跌0.31点或0.30%，指数显示A股股价整体较H股溢价1.64%。
　　今日A股和H股多数个股走低，在67支可比的AH中，A股有8支收涨，H股有18支收涨。在A+H股中，A股方面，有分析师表示，货币政策难言放松，加息概率正增大，反弹只是阶段性质，仅有交易性机会。还称，后市走势很大程度依赖于宏观经济面的改善，但宏观经济乏善可陈。盘面上，除个别机械、铁路股走强外，其它多数下跌，其中近期表现较好的建材股跌幅居前，航空、有色、钢铁、、电力、金融股亦纷纷走弱。H股方面，公路、造船、水泥、药业、铁路股走强，而航空、钢铁、航运、金融等股多数走低，南方航空下跌2.75、中海集运下跌2.25%。
　　AH股中出现倒挂的个股有14只，A股较H股折价幅度最大的是中国平安，溢价率达-28.48%。
　　恒生AH股A指数下跌1.13%，收报1872.14；恒生AH股H指数下跌0.80，收报2095.14；恒生AH股A+H指数下跌0.97%，报2104.54。
　　中国平安(601318-CN)下跌1.21%；中国人寿(601628-CN)下跌1.34%；建设银行(601939-CN)下跌0.80%；工商银行(601398-CN)下跌0.89%；中国银行(601988-CN)下跌1.25%。
　　中国人寿(2628-HK)下跌1.33%，工商银行(1398-HK)下跌0.68%，建设银行(0939-HK)下跌0.78%，中国石油(0857-HK)下跌0.53%，中国石化(0386-HK)下跌0.4%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-28.48%)
　　中国太保(601601-CN;2601-HK)-----(-18.53%)
　　招商银行(600036-CN;3968-HK)-----(-17.15%)
　　农业银行(601288-CN;1288-HK)-----(-16.81%)
　　中国人寿(601628-CN;2628-HK)-----(-15.21%)
　　海螺水泥(600585-CN;0914-HK)-----(-10.71%)
　　宁沪高速(600377-CN;0177-HK)-----(-9.90%)
　　交通银行(601328-CN;3328-HK)-----(-9.49%)
　　青岛啤酒(600600-CN;0168-HK)-----(-8.34%)
　　工商银行(601398-CN;1398-HK)-----(-7.81%)

