AH溢价指数升0.95 A股对H股溢价2.09%
　　新浪财经讯 02月09日消息，今日沪指和恒指大幅走低，沪指在兔年第一个交易日震荡走低，盘中2800点得而复失，收市报2774.06，下跌24.90或0.89%；恒指先升后跌，午后跌幅进一步扩大，收市报23164.03，下跌320.27或1.36%。
　　今日AH股中A股和H股多走低，在63只可比的AH中，A股10只上涨，H股6只上涨。A+H股中，A股方面，中国央行宣布加息25个点子，加强了市场对流动性收缩预期，其中资源类股受到较大冲击，煤炭及有色股跌幅居前，金融股亦全线下挫，唯部分电器、机械等股表现较好；H股方面，整体跌幅较A股大，铁路基建、航空、石油化工等股重挫，受惠于加息的中资保险股亦受到拖累，而电器和公路股表现较佳。AH股中出现倒挂的个股有15只，A股较H股折价两成个股减至1只。
　　恒生AH股A指数下跌0.86%，报1889.89；恒生AH股H指数下跌1.77%，报2115.76；恒生AH股A+H指数下跌1.48%，报2114.33。
　　中国平安(601318-CN)跌0.1%；中国人寿(601628-CN)下跌0.57%；招商银行(600036-CN)下跌0.79%；工商银行(601398-CN)下跌0.47%；建设银行(601939-CN)下跌0.21%；中国银行(601988-CN)下跌0.62%。
　　中国人寿(2628-HK)下跌1.00%，工商银行(1398-HK)下跌1.37%，建设银行(0939-HK)下跌1.47%，中国石油(0857-HK)下跌3.83%，中国石化(0386-HK)下跌4.61%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-23.57%)
　　鞍钢股份(000898-CN;0347-HK)-----(-18.73%)
　　招商银行(600036-CN;3968-HK)-----(-18.03%)
　　中国太保(601601-CN;2601-HK)-----(-17.59%)
　　农业银行(601288-CN;1288-HK)-----(-16.80%)
　　中国人寿(601628-CN;2628-HK)-----(-16.38%)
　　建设银行(601939-CN;0939-HK)-----(-15.38%)
　　中联重科(000157-CN;1157-HK)-----(-12.54%)
　　交通银行(601328-CN;3328-HK)-----(-12.47%)
　　工商银行(601398-CN;1398-HK)-----(-12.39%)

