AH溢价指数上涨0.83点 收报128.42点 
　　新浪财经讯 10月10日消息，周一沪指和恒指走势不一。沪指高开低走，盘中反复震荡走低，收市报2344.79点，下跌14.43点或0.61%；恒指高开震荡，午后创下日内低点后回升，收市报17711.06点，上涨4.05点或0.02%。
　　受此影响，恒生AH溢价指数上升，因A股整体跌幅较H股小影响，全日报收于128.42点，上涨0.83点或0.65%，指数显示A股股价整体较H股溢价28.42%。
　　今日A股和相对应的H股普跌。在69支可比的AH中，A股22支上涨，H股同样22支上涨。在A+H股中，A股方面，有分析师表示，从海外市场来看，欧债危机未现明显好转，美国经济也不容乐观；国内制约因素持续，投资者信心缺失；短期大盘可能有小幅技术反弹，但反弹空间料有限，整体仍将维持弱势整理。盘面上，汽车、机械、通讯、药业板块跌幅靠前，长城汽车A股大跌9.15%，受黄金周车市销售欠佳拖累。另外，石油、石化、航空、电力等板块亦走弱。而多数金融、航运股逆市走强。H股方面，个股跌多涨少，药业、造船、汽车板块大幅走低，中石化H股下跌4.41%，因成品油价格下调拖累。
　　AH股中出现倒挂的个股有7只，A股较H股折价幅度最大的是中国平安，溢价率达-13.51%。
　　恒生AH股A指数下跌0.16%，收报1588.37；恒生AH股H指数下跌0.26%，收报1443.50；恒生AH股A+H指数上升0.03%，报1615.77。
　　中国平安(601318-CN)上涨0.98%；中国人寿(601628-CN)上涨1.36%；建设银行(601939-CN)上涨0.23%；招商银行(600036-CN)下跌0.63%；交通银行(601328-CN)下跌0.45%。
　　中国人寿(2628-HK)上涨0.22%，工商银行(1398-HK)上涨1.00%，建设银行(0939-HK)下跌0.21%，中国石油(0857-HK)下跌1.40%，中国石化(0386-HK)下跌4.41%。
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-13.51%)
　　中国太保(601601-CN;2601-HK)-----(-10.03%)
　　中国人寿(601628-CN;2628-HK)-----(-7.68%)
　　海螺水泥(600585-CN;0914-HK)-----(-7.02%)
　　青岛啤酒(600600-CN;0168-HK)-----(-6.67%)
　　中国神华(601088-CN;1088-HK)-----(-6.30%)
　　中兴通讯(000063-CN;0763-HK)-----(-1.48%)
　　宁沪高速(600377-CN;0177-HK)-----(4.56%)
　　建设银行(601939-CN;0939-HK)-----(4.95%)
　　农业银行(601288-CN;1288-HK)-----(7.14%)

