AH溢价指数上升1.04点 收报115.45点 
　　新浪财经讯 9月15日消息，周四沪指和恒指走势不一，沪指小幅收低，盘中一度逼近2500点，尾盘再度走低，收市报2479.05点，下跌5.78点或0.23%；恒指重返19000点上方，午后两度走低，尾盘小幅回升，收市报19181.50点，上涨136.06点或0.71%。
　　受此影响，恒生AH溢价指数走低，因A股整体略弱於H股影响，全日报收于115.45，下跌1.04点或0.89%，指数显示A股股价整体较H股溢价15.45%。
　　今日A和H股多数走低，在69只可比的AH中，A股20支上涨，H股32支上涨。在A+H股中，A股方面，有分析师表示，近期没有利好消息，投资者多持观望心态；市场资金偏紧，缺乏盈利效应；后市A股或继续在底部震汤。盘面上，个股普遍走弱，其中金融、汽车、煤炭股跌幅居前，比亚迪A股下跌1.5%，受主席利淡言论拖累。另外机械、钢铁、药业等股亦纷纷走低。而通讯、电力、造船走低走强，近期连续下跌的水泥有所回稳。H股方面，公路、药业、保险、石化等股跑赢大市，中国人寿H股上涨2.82%，受8月份保费收入增长提振；另外华电国际H股上涨0.83%，收购内蒙古煤矿的消息对股价刺激不大。
　　AH股中出现倒挂的个股有9只，A股较H股折价幅度最大的是中国平安，溢价率达-21.64%。
　　恒生AH股A指数下跌0.50%，收报1661.26；恒生AH股H指数上涨0.40%，收报1669.47；恒生AH股A+H指数上涨0.23%，报1772.18。
　　中国平安(601318-CN)下跌0.43%；中国人寿(601628-CN)下跌0.68%；建设银行(601939-CN)下跌1.10%；工商银行(601398-CN)下跌0.24%；中国银行(601988-CN)持平。
　　中国人寿(2628-HK)上升2.82%，工商银行(1398-HK)上涨0.86%，建设银行(0939-HK)上升0.36%，中国石油(0857-HK)上涨2.22%，中国石化(0386-HK)上升1.50%
　　附今日收盘后AH股溢价率最小的十只个股：
　　个股简称及代码-------------------AH溢价率
　　中国平安(601318-CN;2318-HK)-----(-21.64%)
　　海螺水泥(600585-CN;0914-HK)-----(-18.02%)
　　中国太保(601601-CN;2601-HK)-----(-16.48%)
　　中国神华(601088-CN;1088-HK)-----(-13.88%)
　　招商银行(600036-CN;3968-HK)-----(-11.07%)
　　青岛啤酒(600600-CN;0168-HK)-----(-10.27%)
　　建设银行(601939-CN;0939-HK)-----(-7.34%)
　　农业银行(601288-CN;1288-HK)-----(-5.82%)
　　中国人寿(601628-CN;2628-HK)-----(-2.21%)
　　上海医药(601607-CN;2607-HK)-----(0.09%)

